Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_D
Q58E95,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q58EB4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.018,8.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q58EK5,0,4,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Q58EM4,0,0,0,0,0,0,5,1,0,6,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,53,39,22,27,0
Q58F21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q58PK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59002,84,156,95,264,2,0,2,4,22,104,62,155,130,22,8,24,7,618,565,242,229,28,0,0,0,0,10,2,2,1,36,80,37,20,57,0
Q59022,0,53,32,91,2,0,49,54,91,342,167,249,411,502,236,245,0,0,0,0,0,0,0,0,0,0,26,574,686,605,766,920,851,660,853,0
Q59043,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24.618,9,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59094,475,217,118,184,7,3,81,116,228,497,334.999,620,574.316,1173.585,466,541,35,1484,1121,471,747,155,0,0,0,0,50,965.999,1232,945,1311,2136,1739,1612,1215,0
Q59282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59516,2,25,23,30,1,0,0,0,0,3,2,1,2,15,12,5,1,27,20,5,7,2,0,0,0,0,6,0,5,2,6,6,7,0,4,0
Q59536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59603,0,178,175,349,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
Q59605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59627,0,21,11,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59637,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1370,1067,316,233,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59641,3,8,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,7,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0
Q59647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59695,40,0,0,0,0,0,5,0,0,2,6,43,6,73,32,27,0,70,65,33,21,22,0,0,0,0,0,0,0,0,13,32,20,16,28,0
Q59754,263.293,803.001,667,1858.352,42,9,1007,1405,1376.001,5200,1792,5727.999,5849.993,4894.353,2401.051,1647.999,353,1307.519,1218.728,390.449,618.713,134.797,0,0,0,1,82,9379,15434.007,9754,13227.999,25984.999,27767,23005,23013.999,647
Q59918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59931,906.908,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5627.083,3994.242,1713.167,2583.693,368.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59990,0,26,14,71,0,0,0,0,0,4,1,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0
Q59A32,0,0,0,0,0,0,0,0,1,7,4,3,3,200,55,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,36,37,58,0
Q59I44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59KI0,0,52,37,85,0,0,0,0,0,0,0,3,0,0,0,0,8.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59KJ7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59KZ1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59LC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59LU0,28,72.757,97,184.779,1,0,0,1,0,2,0,6,4,267,141,128,3,69.806,168.348,46,46,23,0,0,0,0,12,0,0,0,12,32,20,17,14,0
Q59Q30,414.999,242.926,235.235,560.889,9,0,0,1,21,75,23,77,102.053,301,134,136,17,2033,1509.001,483,1330,60.999,0,0,0,0,7.401,0,1,0,4,5,5,1,12,0
Q59QL0,0,0,0,0,0,0,1,2,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,32,31,35,0
Q59RA2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q59S78,27,50,20,62.034,1,0,0,0,0,1,0,5,1,5,1,0,0,136,204,70,18,13,0,0,0,0,0,4,12,1,3,9,1,0,2,0
Q59VW6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59W62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,122,65,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q59YS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5A1B0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,54,23,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5A1M4,123,2,7,15,0,0,0,1,1,1,1,3,6,4,0,5,0,353,458,191,82,46,0,0,0,0,0,0,0,1,0,1,0,6,6,0
Q5A2Z1,0,24,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Q5A309,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q5A310,8,25,12,59,2,0,1,15,0,0,2.715,0,3.887,9,3,5,0,76,42,19,4,10,0,0,0,0,0,42,54,27,15,61,55,39,100,0
Q5A3P6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5A3V6,0,0,0,0,0,0,70,133,161,350,231,338,412,435,101,147,0,0,0,0,0,0,0,0,0,0,0,1178,1370,1031,1511,2239,1537,1818,1364,0
Q5A416,0,26,19,44,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0
Q5A4E2,0,58,45,83,1,0,1,1,0,1,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,7,10,9,3,16,0
Q5A687,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5A6Q4,0,0,0,0,0,0,9,9,12,31,32,40,62,53,15,22,0,0,0,0,0,0,0,0,0,0,0,113,40,76,165,206,187,119,164,0
Q5A761,18,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,26,42,9,1,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Q5A762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5A7M3,0,17,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q5A7Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5A950,0,48.746,15,77.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AB93,0,98,93,136,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
Q5ACM4,51,43,28,57,2,0,0,0,1,0,2,2,0,23,6,6,0,148,168,91,133,49,0,0,0,0,20,0,3,0,1,0,0,0,0,0
Q5AD49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5ADN8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AEF2,0,43,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Q5AEM5,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AEN1,0,72,65,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Q5AF03,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,141,27,106,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AFH3,0,82,89,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Q5AFK3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,33,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AG71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,145,81,76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AGA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AGV7,0,8,13,22,1,0,0,0,0,2,1,1,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Q5AI21,13,0,0,0,2,0,0,0,0,0,0,0,1,7,4,0,1,83,73,48,30,6,0,0,0,0,24,0,0,0,2,3,0,2,0,0
Q5AJS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AJX2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,69,44,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AJY5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,224,314,138,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AK62,0,0,0,0,0,0,0,1,0,11,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,28,0
Q5AK66,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,130,59,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5ALL8,0,94.996,73,132,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,6,3,0,2,1,0,0,0,0
Q5ALV6,0,24.12,15.361,40.146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
Q5ANA8,0,0,0,0,0,0,0,0,1,0,0,5,3,121,34,19,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,2,0,3,0
Q5AP53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5APD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AQL0,0,83,63,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
Q5AR04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AR34,0,11,6,11,0,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5ASI2,0,16,10,26,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AT15,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,464,187,245,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5ATG5,2317.019,528.025,448.718,1225.881,16,1,281,499,228,971.026,512,945.137,1002.999,5378.999,2531.999,1866.001,142.999,11959.233,10642.198,4296.685,6050.204,983,1,0,0,0,145,4592,5918,4950.001,3829,6419,5354.999,6414.001,3994,0
Q5ATQ3,41,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,2,94,100,54,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AUW5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AUX1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,78,46,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AUZ6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AV15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,14,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AV81,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AW69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AWS6,539.834,51,20,105,2,0,0,0,0,0,0,0,0,0,0,0,34,3157.101,2644.422,1042,643.305,268.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AXT5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.485,22.998,10,9.999,2.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AXT6,62.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.449,218.082,66,48,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5AXW5,0,39,29,42,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Q5B037,0,37,17,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Q5B0C9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B0F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B0J9,295.999,7,8,22,0,0,0,0,0,0,0,0,3,5,1,0,0,807.904,746.919,348,127,71,0,0,0,0,0,0,0,0,2,0,2,0,2,0
Q5B0V6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B0W8,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B187,0,23,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Q5B2E8,0,0,0,0,0,0,0,0,0,2,0,3,0,19.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,35,12.886,16,0
Q5B2Q4,24.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.601,63.747,17.112,47.001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B4Z3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B5P1,0,66,44,116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q5B5X8,0,11,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B630,0,21,12,32,1,0,11,12,23,95,74,99,91,101,54,63,0,0,0,0,0,0,0,0,0,0,3,279,309,310,356,326,253,223,244,0
Q5B6Q3,0,0,0,0,0,0,1,0,0,6,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,4,10,0,0
Q5B778,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5B9F2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BBL3,0,58,46,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Q5BCC5,3,27,13,35,0,0,0,0,0,0,1,19,3,5,12,3,0,32,37,15,0,7,0,0,0,0,0,0,1,10,1,4,5,5,9,0
Q5BCU8,0,19,6,46,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BE22,0,161,107,294,6,0,2,1,0,0,1,5,0,3,0,2,23,0,0,0,0,0,0,0,0,0,34,0,4,8,6,15,6,24,3,0
Q5BFG8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,28,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BH69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BH89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BIP8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BIV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BIY5,0,337.998,212,432,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0
Q5BJ56,0,37.502,15,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
Q5BJ61,0,39,24,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJ65,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJ68,1.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.571,7.323,0,6.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJI7,0,20,14,22,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0
Q5BJJ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJJ6,0,63,52,146,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Q5BJL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJS9,14,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,22,22.111,52,27,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJZ6,10,0,0,0,0,0,25,17,37,65,45,93,109,136,72,48,0,54,63,28,23,7,0,0,0,0,0,134,134,161,189,326,220,158,241,0
Q5BK10,0,47,30,102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Q5BK18,0,24,26,49,0,0,0,0,0,12,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,4,6,0,11,7,0
Q5BK30,8,0,0,0,0,0,0,0,0,0,1,1,0,62,52,37,0,110,46,26,8,1,0,0,0,0,0,2,1,4,0,0,1,0,0,0
Q5BK32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,242,192,62,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BKC6,13,30,40,96,0,0,1,0,0,0,3,3,1,7,3,12,2,30,31,29,5,5,0,0,0,0,9,8,6,16,7,16,18,6,9,0
Q5BKM3,51,51,21,138,4,0,26,52,79,245,153,183,278,419.376,187,163,2,262,214,84,72,10,0,0,0,0,16,446,580,478,598,810,786,573,717,0
Q5BKT4,0,26,10,34,0,0,1,2,1,10,9,0,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,4,8,0
Q5BKW9,0,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Q5BL35,0,41,36,62,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Q5BLD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BLE8,19,42,34,105,6,0,2,0,2,4,3,0,4,17,3,0,0,78,88,23,44,10,0,0,0,0,15,0,5,0,4,6,0,0,11,0
Q5BLF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BLG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BLK4,0,62,52,133,2,0,0,1,1,2,1,0,1,12,4,7,3,0,0,0,0,0,0,0,0,0,7,1,2,0,1,7,4.006,6,16,0
Q5BMR2,0,0,0,0,0,0,0,7,0,5,8,0,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,7,0,0,7,0
Q5BP74,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,237,97,135,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BPL5,0,9,3,23,1,0,0,0,0,0,0,2,6,60,36,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BQE6,0,41,27,65,0,0,0,0,0,0,0,3,3,17,16,8,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0
Q5BQN8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,51,13,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BU09,36,3,1,14,1,0,0,0,0,0,1,2,0,3,0,2,0,68,49,34,17,18,0,0,0,0,0,9,21,12,0,0,6,0,3,0
Q5C9L6,0,48,66,156,1,0,0,2,1,3,0,8,0,7,3.202,0,3.231,0,0,0,0,0,0,0,0,0,11,1,1,2,2,0,3,0,0,0
Q5CC93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5CWQ7,16,32,6,39,0,0,0,0,0,0,0,0,0,0,2,0,8,84,66,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5CZ79,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5D006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5D1D6,0,190,129,428,4,0,0,0,0,1,9,8,4,43,18,11,0,5,10,2,0,0,0,0,0,0,41,0,2,3.929,1,0,0,0,4,0
Q5D7H8,0,0,0,0,0,0,0,0,1,0,1,0,1,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
Q5D892,0,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Q5DC69,0,0,0,0,0,0,0,0,0,0,0,10,0,35,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5DHJ5,0,0,0,0,0,0,0,0,0,0,0,0,0,306,172,162,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Q5DM57,142,85,96,303,5,0,13,42,1,10,9,7,6,154,55,55,1,480,404.013,169.999,79.44,34,0,0,0,0,35,1,2,1,367,632,453,280,611,0
Q5DTI8,66,0,0,0,0,0,0,1,27,65,25,61,67,27,15,7,12,318,208,109,29,25,0,0,0,0,0,21,41,10,0,1,2,0,2,0
Q5DTK1,0,0,0,0,0,0,0,0,1,7,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,38,0
