"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_D"
"Q53U19",0,1,1,18,0,0,0,0,0,1,0,0,1,14,16,28,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,1,1,15,0,0
"Q53W83",0,18,19,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54089",0,0,0,0,0,0,0,4,0,1,7,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,14,5,19,8,7,19,0
"Q54271",4,7,7,11,1,0,0,1,1,1,1,1,1,47,37,21,2,193,230,96,14,31,0,0,0,0,0,0,0,0,13,22,0,1,37,0
"Q54465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Q54801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54AX5",0,11,11,41,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,8,0,1,0,1,0,0
"Q54AX6",5,0,0,0,0,0,2,0,0,3,0,1,0,3,0,1,2,37,41,16,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Q54B10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54B20",71,0,0,0,0,0,0,0,0,0,0,3,0,9,1,6,0,110,105,21,14,26,0,0,0,0,0,0,0,0,3,2,0,0,3,0
"Q54B65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54B67",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BA2",54,0,0,0,0,0,0,0,0,1,0,3,0,39,8,8,1,82,98,38,17,12,0,0,0,0,0,20,44,38,0,0,0,0,0,0
"Q54BC6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BC9",185,0,0,0,0,0,0,0,3,1,0,4,0,1,0,0,0,257,237,92,49,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Q54BF0",0,83,93,157,1,0,0,0,3,1,1,1,1,1,1,5,3,0,0,0,0,0,0,0,0,0,47,127,97,172,0,0,1,0,0,0
"Q54BF6",474,69,34,132,7,0,389,503,123,411,388,267,364,704,414,412,4,3933,3625,1529,1710,421,0,0,0,0,141,498,698,603,2788,4833,4152,5854,2750,0
"Q54BI3",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BI5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BK2",0,10,9,91,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BM2",0,0,0,0,0,0,0,1,0,0,1,0,0,16,3,12,0,0,0,0,0,0,0,0,0,0,0,21,26,21,0,8,0,0,1,0
"Q54BM8",23,124,136,236,5,1,1,1,29,107,31,118,150,9,8,4,4,1162,1154,526,544,141,0,0,0,0,69,1,23,1,36,23,23,35,62,0
"Q54BQ8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BU4",62,50,41,67,0,0,3,1,1,4,1,3,3,5,0,0,0,235,200,75,91,32,0,0,0,0,9,1,7,3,4,10,7,0,4,0
"Q54BW1",0,9,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BW5",489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54BW6",34,9,3,46,0,0,0,0,1,1,0,1,1,1,2,2,21,256,282,122,76,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Q54C32",1066,895,612,1101,8,1,6,24,19,19,16,135,62,24,4,4,1,3342,3006,1189,2597,263,0,0,0,0,36,44,42,40,220,289,299,219,258,0
"Q54C49",5,10,9,36,1,0,0,0,19,54,39,41,66,14,11,2,0,567,596,254,121,9,0,0,0,0,27,1,7,18,0,14,11,0,32,0
"Q54C64",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54C92",18,36,25,74,0,0,0,0,0,0,1,1,1,3,3,4,0,132,129,46,30,22,0,0,0,0,6,0,0,1,0,0,0,0,1,0
"Q54C94",8,17,16,36,3,1,0,0,3,2,1,5,3,1,3,1,10,107,173,63,12,9,0,0,0,0,12,5,15,5,7,0,5,0,9,0
"Q54CE0",72,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,76,69,28,47,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54CJ3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54CL2",164,451,399,570,7,0,49,111,1,1,1,1,1,1,1,1,48,688,630,246,215,64,0,0,0,0,67,0,0,0,795,1097,1074,1392,864,0
"Q54CM0",0,20.746,14.648,44.778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54CP1",0,15,11,21,1,0,0,0,0,2,0,2,2,3,0,2,0,13,14,19,0,0,0,0,0,0,0,1,0,16,0,14,1,1,4,0
"Q54CR9",15,27,25,72,0,0,7,5,0,1,3,1,1,1,0,0,0,120,164,58,77,25,0,0,0,0,9,0,1,0,1,1,9,0,0,0
"Q54CS2",6,13,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,1,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"Q54CS6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54CS7",0,0,0,0,0,0,5,7,2,1,1,1,1,27,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,178,130,120,189,0
"Q54CS8",0,2,3,4,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Q54CU7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54CV5",2,13,25,54,0,0,0,0,0,0,0,6,0,0,0,0,1,114,105,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54CX4",49,41,39,116,1,0,0,0,0,1,1,1,0,1,0,0,1,120,212,54,29,21,0,0,0,0,17,11,8,20,1,1,6,0,3,0
"Q54CX6",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
"Q54CY9",5,20,29,86,3,0,14,19,40,233,48,147,140,83,100,46,2,439,491,197,130,25,0,0,0,0,41,343,343,291,302,401,258,274,256,0
"Q54D07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54D67",0,12,9,2,0,0,0,0,1,1,1,2,1,11,2,1,2,0,0,0,0,0,0,0,0,0,5,0,6,0,6,20,14,10,14,0
"Q54DA8",37,103,51,159,3,0,3,0,1,1,0,9,3,54,20,15,10,382,357,168,56,39,0,0,0,0,36,1,6,14,33,71,43,25,45,0
"Q54DC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54DD0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54DD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54DD7",1,39,14,32,0,0,0,0,0,3,0,0,0,1,1,1,3,45,59,13,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"Q54DF2",795,5,19,81,0,0,5,8,0,15,3,33,21,4,4,7,0,1110,839,314,545,90,0,0,0,0,0,36,58,17,10,13,18,13,28,0
"Q54DH7",51,25,23,57,3,0,0,0,0,0,0,0,0,0,0,0,0,126,178,70,66,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q54DK1",288,0,0,0,0,0,0,0,1,0,8,7,15,0,0,0,13,637,574,260,117,39,0,0,0,0,0,0,2,1,1,2,2,0,1,0
"Q54DK4",53,18,32,40,1,0,18,41,104,258,205,212,294,201,220,101,8,777,655,335,350,108,0,0,0,0,15,581,649,687,496,1021,966,629,912,0
"Q54DL6",0,8,4,6,0,0,0,1,0,0,0,0,1,2,3,4,2,0,0,0,0,0,0,0,0,0,0,1,6,0,1,10,0,0,27,0
"Q54DN6",0,0,0,0,0,0,0,0,3,8,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,32,0,0,0,0,1,0
"Q54DP1",0,17,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54DR1",0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54DS8",0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0
"Q54DT8",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54DU1",6,1,0,27,0,0,0,0,0,2,0,2,0,6,0,1,0,7,54,14,4,10,0,0,0,0,0,0,0,0,0,1,3,1,6,0
"Q54DU5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54DU9",104,0,0,0,0,0,13,33,0,25,0,0,0,23,10,9,3,127,195,83,64,14,0,0,0,0,0,0,0,0,60,195,154,201,197,0
"Q54DW2",0,4,3,5,0,0,0,0,8,19,12,17,25,7,5,3,0,0,0,0,0,0,0,0,0,0,26,1,16,41,0,41,0,0,18,0
"Q54DY7",0,70,12,73,2,0,0,0,2,8,4,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,31,22,24,1,1,0,1,0,13,0
"Q54DY9",3,19,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,33,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54E04",0,0,0,0,0,0,10,15,11,53,17,58,81,38,11,16,0,0,0,0,0,0,0,0,0,0,0,129,149,113,138,295,277,257,286,0
"Q54E49",0,9,27,30,4,0,31,80,3,72,3,62,30,28,5,3,19,22,50,1,21,0,0,0,0,0,16,236,320,309,173,325,350,217,293,0
"Q54E83",0,16,9,19,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,13,0,11,1,0,0,0,0,0,0
"Q54EC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,4.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54ED2",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54ED4",2,7,10,22,1,1,0,1,17,54,38,58,75,1,1,1,0,134,247,116,176,77,0,0,0,0,50,8,0,1,1,17,0,0,9,0
"Q54EH1",0,0,0,0,0,0,0,0,0,0,2,0,0,36,20,11,0,0,0,0,0,0,0,0,0,0,0,23,64,45,0,1,0,0,0,0
"Q54EH6",0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
"Q54EJ5",143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54EN4",0,0,0,0,0,0,0,0,0,2,0,1,2,8,3,2,2,0,0,0,0,0,0,0,0,0,0,11,15,0,0,10,0,0,1,0
"Q54EQ8",3,28,16,69,1,0,0,1,1,1,1,5,1,30,16,4,4,78,150,80,32,23,0,0,0,0,0,34,30,9,0,7,0,0,9,0
"Q54ES9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54ET0",0,0,0,0,0,0,0,0,7,16,9,18,23,6,3,4,0,60,40,79,3,1,0,0,0,0,0,23,43,33,0,0,0,0,0,0
"Q54EW1",0,15.85,0,29.959,1.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54EW8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54F05",0,0,0,0,0,0,3,4,15,57,21,51,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,27,24,21,56,158,138,165,230,0
"Q54F07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54F23",0,0,0,0,0,0,0,1,1,9,1,0,5,18,2,3,0,0,0,0,0,0,0,0,0,0,0,8,8,14,4,23,7,9,38,0
"Q54F44",0,0,0,0,0,0,0,3,4,6,2,4,7,19,1,2,0,0,0,0,0,0,0,0,0,0,0,14,15,44,14,16,20,4,16,0
"Q54F46",266,138,126,334,1,0,66,48,44,330,119,180,219,108,39,97,25,1276,1112,503,697,175,0,0,0,0,47,410,583,453,564,1000,925,1020,701,0
"Q54FB7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54FD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54FD8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54FE6",7,6,16,22,0,0,0,0,0,1,0,1,0,23,12,4,0,44,105,51,7,5,0,0,0,0,8,0,0,0,6,7,8,1,4,0
"Q54FG7",2,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,2,26,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54FK1",0,37,21,27,2,0,0,0,0,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,19,8,0,1,1,16,12,4,6,0
"Q54FL2",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"Q54FR4",0,75,56,159,8,0,1,1,1,10,2,2,2,3,13,3,6,0,0,0,0,0,0,0,0,0,0,68,94,106,132,216,93,85,109,0
"Q54FW9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54FZ8",0,0,0,0,0,0,4,0,1,2,3,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,52,28,4,1,0,0,8,0
"Q54G02",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Q54GB2",0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"Q54GB3",0,8,10,15,4,0,0,0,0,0,0,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,10,35,17,1,17,0,0,7,0
"Q54GC1",26,46,12,78,1,0,5,1,2,7,8,8,7,1,1,0,0,158,151,83,70,17,0,0,0,0,11,3,1,0,25,18,20,15,19,0
"Q54GD8",0,46,28,57,0,0,3,8,0,1,1,2,3,10,4,1,0,9,18,0,0,1,0,0,0,0,8,0,0,1,48,120,73,66,79,0
"Q54GE1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54GE3",0,5,7,17,0,0,12,31,0,12,1,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,13,9,10,0,71,147,175,95,170,0
"Q54GN2",0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Q54GN8",41,53,48,67,1,1,0,0,0,1,0,1,1,0,0,0,0,107,109,50,15,26,0,0,0,0,5,22,45,45,0,0,0,0,0,0
"Q54GP8",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0
"Q54GS1",0,0,0,0,0,0,0,6,8,35,1,13,14,6,8,2,0,0,0,0,0,0,0,0,0,0,0,51,57,43,21,63,28,23,58,0
"Q54GS8",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54GU0",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54GV7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54GX5",0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54H05",19,0,0,0,0,0,4,11,13,41,19,24,39,36,18,13,2,178,258,92,5,14,0,0,0,0,0,45,21,17,75,91,139,69,182,0
"Q54H38",0,1,2,7,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,6,0
"Q54H45",0,1,0,1,0,0,19,30,0,5,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,181,236,160,229,0
"Q54H46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54H55",36,12,6,25,0,0,0,2,0,4,0,0,2,9,0,3,3,56,161,11,26,14,0,0,0,0,0,4,5,14,8,7,5,0,19,0
"Q54HG7",0,0,0,0,0,0,1,0,2,7,6,4,11,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33,35,1,13,11,0
"Q54HH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54HL4",0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Q54HL8",0,0,1,1,0,0,0,1,2,19,7,14,22,32,16,5,1,0,0,0,0,0,0,0,0,0,0,53,52,23,6,45,79,68,72,0
"Q54HP3",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54HR6",9,44,22,51,2,1,0,0,0,0,0,1,0,0,0,0,0,81,121,18,23,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"Q54HS9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54HW1",108,107,96,276,0,0,1,4,6,21,11,38,19,121,128,88,30,1470,1289,498,658,104,0,0,0,0,22,45,46,43,105,157,177,118,110,0
"Q54HX8",84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54HY8",0,0,0,2,0,0,0,0,0,2,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Q54I18",6,21,35,69,0,1,0,0,0,0,0,0,0,0,0,0,4,324,204,94,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54I36",0,0,0,0,0,0,3,6,5,11,9,7,7,95,35,36,0,0,0,0,0,0,0,0,0,0,0,163,126,157,50,62,41,18,46,0
"Q54I48",16,95,62,156,7,0,0,1,1,1,1,2,1,7,3,3,6,336,391,188,151,36,0,0,0,0,9,0,0,1,0,9,1,12,17,0
"Q54I57",0,6,2,8,1,0,1,24,65,175,79,66,79,16,2,2,1,0,0,0,0,0,0,0,0,0,0,231,257,229,285,685,531,528,516,0
"Q54I71",96,316,177,602,5,0,2,2,12,35,12,19,13,156,30,29,63,957,939,415,672,185,0,0,0,0,137,85,142,79,50,108,131,75,160,0
"Q54I86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54I89",3,1,3,7,0,0,0,5,3,15,8,8,7,21,11,9,1,20,43,9,29,7,0,0,0,0,0,12,19,0,9,46,38,34,96,0
"Q54I92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54I98",0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Q54ID0",1,12,6,21,3,1,0,0,0,0,0,0,0,0,0,0,2,6,15,27,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Q54IF0",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Q54IH8",0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Q54II8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54IK1",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54IL5",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54IP0",267,91,49,137,2,0,2,1,11,50,11,24,22,12,25,22,26,850,827,350,287,84,0,0,0,0,6,77,44,48,49,154,101,46,140,0
"Q54IR8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54IT3",1,10,8,21,0,0,0,0,0,1,0,7,1,1,0,1,1,29,67,21,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54IW5",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54J05",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54J08",31,473,174,671,13,1,0,0,1,15,1,3,5,1,1,1,7,3160,1385,623,1166,25,0,0,0,0,48,0,1,0,0,0,0,0,0,0
"Q54J33",11,21,22,97,0,0,1,5,4,0,1,1,1,13,6,3,9,96,173,77,7,25,0,0,0,0,1,0,0,0,54,86,70,30,71,0
"Q54J34",131,2,2,36,0,0,0,3,1,0,0,4,1,1,1,1,12,306,307,130,138,20,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"Q54J37",0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
"Q54J47",587,1329,732,1811,29,0,628,931,31,170,1,176,159,1345,774,571,28,5711,4934,2128,2557,638,0,0,0,0,163,992,1258,884,5097,7441,6165,8049,5366,0
"Q54J48",0,0,0,0,0,0,0,1,3,5,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,23,0,1,0
"Q54J69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54J73",0,0,0,0,0,0,2,9,0,15,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,55,26,79,0
"Q54J88",3,44,14,18,2,0,0,0,0,1,1,1,2,0,0,0,0,84,54,16,12,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0
"Q54JC0",2,5,3,8,0,0,0,0,2,5,1,2,2,3,2,1,8,32,10,22,0,0,0,0,0,0,0,1,1,0,6,6,24,48,26,0
"Q54JC8",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54JD9",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54JE4",117,155,94,230,3,0,2,3,1,1,1,7,2,15,97,55,3,661,582,317,239,58,0,0,0,0,48,56,51,68,6,1,31,10,25,0
"Q54JH4",0,15,9,13,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"Q54JH6",0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54JK4",6,19,13,39,2,0,0,0,0,0,0,2,0,0,0,0,3,126,127,66,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54JM3",31,115,69,127,3,0,5,1,12,41,11,15,32,2,1,1,3,213,202,75,77,25,0,0,0,0,49,10,12,7,62,82,149,71,83,0
"Q54JM9",0,11,6,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Q54JQ2",0,0,0,4.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
