Entry,A,B,C,D,Total
Q54F46,1,1,1,1,4
Q54FB7,0,0,0,1,1
Q54FD5,0,0,0,1,1
Q54FE6,1,1,1,1,4
Q54FG7,1,1,0,1,3
Q54FK1,0,1,1,1,3
Q54FL2,0,1,0,0,1
Q54FR4,0,1,1,1,3
Q54FZ8,0,0,1,0,1
Q54G02,0,0,1,0,1
Q54G43,1,0,0,1,2
Q54GB2,0,1,0,1,2
Q54GB3,0,1,1,1,3
Q54GC1,1,1,1,0,3
Q54GD8,1,1,1,0,3
Q54GE1,1,0,0,0,1
Q54GE3,1,1,1,1,4
Q54GN2,0,0,1,1,2
Q54GN8,1,1,1,1,4
Q54GP8,0,0,0,1,1
Q54GS1,0,0,1,0,1
Q54GU0,0,0,1,0,1
Q54GV7,0,0,0,1,1
Q54GX5,0,1,0,0,1
Q54H05,1,0,1,1,3
Q54H38,1,1,1,0,3
Q54H45,1,1,1,1,4
Q54H46,1,0,0,1,2
Q54H55,1,1,1,1,4
Q54HG7,0,0,1,0,1
Q54HH2,0,0,0,1,1
Q54HL4,0,1,0,1,2
Q54HL8,0,1,1,1,3
Q54HP3,0,0,1,0,1
Q54HR6,1,1,1,1,4
Q54HS9,1,0,0,0,1
Q54HW1,1,1,1,1,4
Q54HY8,0,1,1,1,3
Q54I18,1,1,1,1,4
Q54I48,1,1,1,1,4
Q54I57,0,1,1,1,3
Q54I71,1,1,1,1,4
Q54I86,0,0,0,1,1
Q54I89,1,1,1,1,4
Q54I92,0,1,0,0,1
Q54I98,0,1,0,0,1
Q54ID0,1,1,0,1,3
Q54IF0,0,0,1,1,2
Q54IH8,0,0,1,0,1
Q54IJ3,1,0,0,0,1
Q54IK1,1,0,0,0,1
Q54IL5,1,1,0,0,2
Q54IP0,1,1,1,1,4
Q54IR8,0,0,1,0,1
Q54IT3,0,1,1,1,3
Q54IW5,1,0,0,0,1
Q54J05,1,0,0,1,2
Q54J08,1,1,1,1,4
Q54J33,1,1,1,1,4
Q54J34,1,1,1,1,4
Q54J37,0,1,0,0,1
Q54J47,1,1,1,1,4
Q54J48,0,0,1,0,1
Q54J69,0,1,0,0,1
Q54J73,0,0,1,0,1
Q54J88,1,1,1,1,4
Q54JC0,1,1,1,1,4
Q54JC8,1,0,0,0,1
Q54JD9,0,0,1,0,1
Q54JE4,1,1,1,1,4
Q54JH6,0,0,1,0,1
Q54JK4,1,1,1,1,4
Q54JM3,1,1,1,1,4
Q54JQ2,0,1,0,0,1
Q54JR2,1,0,1,1,3
Q54JW5,1,0,0,0,1
Q54K00,0,0,1,0,1
Q54K38,0,1,1,0,2
Q54K57,0,0,1,0,1
Q54K96,0,0,1,0,1
Q54K99,0,0,1,1,2
Q54KA7,1,1,1,1,4
Q54KD1,1,1,1,0,3
Q54KF5,0,1,0,0,1
Q54KG3,1,1,1,1,4
Q54KH3,1,1,0,0,2
Q54KI4,0,1,1,1,3
Q54KL5,0,0,1,0,1
Q54KM6,0,1,1,1,3
Q54KR1,0,0,1,0,1
Q54KR9,1,0,1,1,3
Q54KS4,1,0,0,0,1
Q54KZ8,1,0,0,0,1
Q54L00,0,0,1,1,2
Q54L48,0,1,0,1,2
Q54L52,0,1,1,0,2
Q54LA1,1,0,0,0,1
Q54LB8,0,0,1,1,2
Q54LE6,0,1,0,0,1
Q54LJ8,1,0,0,0,1
Q54LN4,1,1,1,1,4
Q54LP7,1,1,1,0,3
Q54LQ6,0,0,1,0,1
Q54LV1,0,0,1,0,1
Q54LV8,0,1,0,0,1
Q54LX0,1,1,1,1,4
Q54LY5,1,0,1,1,3
Q54M20,1,1,1,1,4
Q54M22,1,1,1,1,4
Q54M29,0,0,0,1,1
Q54M40,1,0,0,0,1
Q54M94,1,0,1,0,2
Q54MB4,0,0,1,0,1
Q54MB5,1,0,0,0,1
Q54MB8,1,0,0,1,2
Q54MC0,0,0,0,1,1
Q54ME1,0,0,1,0,1
Q54MG4,0,0,0,1,1
Q54MH0,1,1,1,1,4
Q54MH9,0,0,0,1,1
Q54MI3,0,1,1,1,3
Q54MJ7,1,1,1,1,4
Q54MJ9,0,1,1,1,3
Q54ML1,1,0,1,1,3
Q54MV2,1,0,0,0,1
Q54MZ3,1,1,1,1,4
Q54MZ4,1,1,1,1,4
Q54N38,0,1,0,0,1
Q54N44,1,1,1,1,4
Q54N72,0,0,0,1,1
Q54N73,0,0,0,1,1
Q54N83,1,1,1,0,3
Q54N97,0,0,1,0,1
Q54NA3,1,1,0,1,3
Q54NA6,1,1,0,1,3
Q54NB6,0,1,1,1,3
Q54NC1,0,0,1,1,2
Q54NC5,0,1,0,0,1
Q54ND3,1,1,1,0,3
Q54NE6,0,0,0,1,1
Q54NI7,1,0,0,0,1
Q54NK8,1,1,1,1,4
Q54NM8,1,1,0,1,3
Q54NM9,0,1,1,0,2
Q54NN1,0,1,1,1,3
Q54NQ0,1,1,1,1,4
Q54NQ9,0,1,1,0,2
Q54NS7,0,0,0,1,1
Q54NS8,1,1,1,1,4
Q54NS9,0,1,0,0,1
Q54NU9,1,1,0,0,2
Q54NZ5,1,1,1,1,4
Q54NZ7,0,0,0,1,1
Q54P00,0,1,1,1,3
Q54P04,1,1,1,0,3
Q54P13,1,1,1,1,4
Q54P92,1,1,1,1,4
Q54PA9,1,1,1,1,4
Q54PB2,0,1,1,1,3
Q54PB4,1,1,0,1,3
Q54PC2,1,0,1,0,2
Q54PF1,1,1,1,1,4
Q54PF3,1,1,1,1,4
Q54PG1,0,1,0,1,2
Q54PI4,1,0,0,0,1
Q54PK4,1,1,1,1,4
Q54PK9,0,0,1,0,1
Q54PP1,1,1,1,1,4
Q54PP7,0,1,1,1,3
Q54PT2,1,0,0,0,1
Q54PT9,0,1,0,0,1
Q54PV7,0,1,1,1,3
Q54PV8,0,1,1,0,2
Q54PW5,0,1,0,0,1
Q54PW9,1,0,0,0,1
Q54PX0,0,0,0,1,1
Q54PY7,1,1,1,1,4
Q54Q05,1,1,1,1,4
Q54Q31,1,1,0,0,2
Q54Q39,0,1,1,0,2
Q54Q71,0,1,0,0,1
Q54Q80,0,1,0,0,1
Q54Q92,0,1,1,1,3
Q54QA6,0,0,1,0,1
Q54QB1,1,1,1,1,4
Q54QC8,1,0,0,0,1
Q54QD9,0,0,1,0,1
Q54QE8,0,1,1,1,3
Q54QG0,1,1,0,1,3
Q54QG6,1,0,1,0,2
Q54QG9,0,0,1,0,1
Q54QK1,0,0,1,0,1
Q54QN2,1,0,1,0,2
Q54QP7,0,1,1,1,3
Q54QQ0,1,1,1,1,4
Q54QQ1,1,1,1,0,3
Q54QR2,0,1,0,0,1
Q54QS0,0,0,0,1,1
Q54QU5,0,0,0,1,1
Q54QU8,0,0,1,0,1
Q54QV3,1,0,0,0,1
Q54QX3,1,1,1,1,4
Q54QY3,1,1,1,1,4
Q54R42,1,0,0,0,1
Q54R58,0,0,1,0,1
Q54R74,0,0,1,1,2
Q54R82,1,1,1,1,4
Q54RB9,0,0,1,0,1
Q54RC3,0,1,0,0,1
Q54RD6,1,0,1,1,3
Q54RE8,1,0,1,0,2
Q54RI9,0,0,1,0,1
Q54RJ1,1,0,0,0,1
Q54RJ4,1,1,1,1,4
Q54RM2,0,0,0,1,1
Q54RR5,0,1,1,1,3
Q54RS7,1,1,1,1,4
Q54RU1,0,1,0,0,1
Q54RZ2,1,1,1,1,4
Q54S03,1,1,1,1,4
Q54S12,1,0,1,1,3
Q54S38,1,0,0,0,1
Q54S52,0,1,1,0,2
Q54S79,0,1,1,1,3
Q54S90,1,1,1,1,4
Q54SF9,0,0,1,0,1
Q54SJ5,1,0,1,0,2
Q54SM3,0,1,0,0,1
Q54SN4,1,1,1,1,4
Q54SP4,0,0,0,1,1
Q54SR7,0,1,1,1,3
Q54SR8,1,1,0,1,3
Q54ST2,1,1,1,1,4
Q54T02,1,0,1,0,2
Q54T05,1,1,1,1,4
Q54T49,1,0,0,0,1
Q54T76,1,1,1,0,3
Q54T82,0,0,0,1,1
Q54TA1,1,0,1,1,3
Q54TA3,0,1,1,0,2
Q54TA5,1,1,1,0,3
Q54TC5,1,1,1,1,4
Q54TC9,0,1,1,0,2
Q54TD9,0,0,0,1,1
Q54TF6,0,0,0,1,1
Q54TH6,1,0,1,0,2
Q54TH9,0,0,1,0,1
Q54TJ4,0,0,1,0,1
Q54TL0,0,0,1,1,2
Q54TM7,1,1,1,1,4
Q54TR5,1,0,0,0,1
Q54TT4,1,0,0,0,1
Q54U31,0,1,0,0,1
Q54U61,0,0,1,0,1
Q54U72,1,0,0,0,1
Q54U87,1,0,0,0,1
Q54UA9,0,1,1,1,3
Q54UB1,0,1,0,1,2
Q54UC0,0,0,1,1,2
Q54UC9,1,1,1,1,4
Q54UF3,0,1,0,0,1
Q54UF7,0,0,1,1,2
Q54UI3,0,0,0,1,1
Q54UJ0,1,0,1,0,2
Q54UP9,0,0,1,0,1
Q54UQ2,1,0,0,0,1
Q54UU1,1,1,1,1,4
Q54UW5,0,1,0,1,2
Q54V55,1,1,1,1,4
Q54V77,1,0,0,0,1
Q54V86,0,0,0,1,1
Q54V96,1,1,1,1,4
Q54VD8,0,0,1,1,2
Q54VF1,0,0,1,1,2
Q54VF4,1,1,1,1,4
Q54VG4,0,0,0,1,1
Q54VI1,1,1,1,1,4
Q54VI3,1,1,1,1,4
Q54VJ0,0,0,1,0,1
Q54VN6,1,1,1,1,4
Q54VQ7,1,1,1,0,3
Q54VR8,1,0,0,0,1
Q54VS1,1,1,1,0,3
Q54VU4,0,0,1,0,1
Q54VV7,1,1,1,1,4
Q54W20,0,0,1,0,1
Q54W24,0,1,1,0,2
Q54W83,0,1,0,0,1
Q54WA3,1,1,1,1,4
Q54WE5,1,1,1,0,3
Q54WH2,0,1,0,0,1
Q54WK1,0,1,1,1,3
Q54WR5,1,1,1,1,4
Q54WR8,0,1,1,0,2
Q54WR9,1,1,1,1,4
Q54WW7,1,1,1,1,4
Q54WX4,0,0,0,1,1
Q54X82,1,0,1,0,2
Q54XA2,1,0,0,1,2
Q54XB5,0,0,0,1,1
Q54XC1,0,1,1,1,3
Q54XK2,1,1,1,1,4
Q54XM6,0,1,1,1,3
Q54XP4,0,0,1,0,1
Q54XQ2,0,0,1,1,2
Q54XQ8,1,1,1,1,4
Q54XR2,0,0,0,1,1
Q54XS1,0,1,1,1,3
Q54XU5,1,1,1,1,4
Q54Y03,1,0,0,0,1
Q54Y06,1,0,0,0,1
Q54Y27,0,0,1,1,2
Q54Y32,1,0,0,0,1
Q54Y76,1,1,1,1,4
Q54Y90,0,0,0,1,1
Q54YD4,1,1,1,0,3
Q54YD8,1,1,1,0,3
Q54YG8,1,0,1,1,3
Q54YN3,1,0,0,0,1
Q54YP4,1,0,0,0,1
Q54YR4,1,1,0,1,3
Q54YS0,1,0,0,0,1
Q54YT4,1,1,0,0,2
Q54YW1,0,1,1,1,3
Q54Z24,0,0,1,1,2
Q54Z26,0,1,0,0,1
Q54Z27,0,0,1,1,2
Q54ZD0,0,0,1,1,2
Q54ZR7,1,0,1,0,2
Q55087,1,1,0,0,2
Q550A6,1,1,1,1,4
Q550A8,1,0,1,1,3
Q550K8,1,1,1,1,4
Q550U9,0,1,1,1,3
Q550W1,0,0,1,1,2
Q55185,0,1,1,1,3
Q55190,1,0,1,1,3
Q551A3,1,1,1,1,4
Q551H0,0,0,1,0,1
Q551H3,1,0,0,0,1
Q551H4,1,0,0,0,1
Q55200,0,0,1,1,2
Q552J0,0,0,1,1,2
Q552L9,0,1,0,1,2
Q552P3,0,0,1,0,1
Q552R1,1,1,1,1,4
Q552S0,0,0,1,0,1
Q552W5,1,0,1,0,2
Q55318,1,1,0,1,3
Q55393,0,1,1,0,2
Q553E0,1,0,0,0,1
Q553E9,0,0,0,1,1
Q553F3,0,1,1,1,3
Q553R3,1,1,0,0,2
Q553U5,0,0,1,0,1
Q553U6,0,1,0,0,1
Q553V1,1,1,1,1,4
Q553W9,0,1,0,0,1
Q553Y7,0,0,1,1,2
Q55403,1,1,1,1,4
Q55486,0,0,0,1,1
Q554E2,1,0,0,0,1
Q554J3,1,0,1,0,2
Q55505,0,0,1,0,1
Q55512,1,1,0,0,2
Q55563,1,1,1,1,4
Q55578,1,0,1,0,2
Q555C6,0,0,1,1,2
Q555N7,1,1,0,1,3
Q555Q9,0,0,1,1,2
Q555Z5,0,0,1,0,1
Q55629,1,0,0,1,2
Q55680,1,1,1,1,4
Q556J2,1,0,1,0,2
Q556Q0,1,0,0,0,1
Q556Y4,1,1,1,1,4
Q556Y8,1,1,0,0,2
Q556Y9,1,1,1,1,4
Q556Z9,1,1,0,0,2
Q55700,1,0,1,1,3
Q55702,0,0,0,1,1
Q55720,1,1,1,1,4
Q55721,0,0,1,1,2
Q55738,1,0,0,0,1
Q55774,1,1,1,1,4
Q55791,1,0,0,0,1
Q55793,1,1,1,1,4
Q557D2,0,1,0,0,1
Q557E7,1,0,0,0,1
Q557F6,0,0,1,1,2
Q557F7,0,0,1,1,2
Q557G3,1,1,1,1,4
Q55855,1,1,1,1,4
Q55863,1,1,1,1,4
Q55874,1,1,1,1,4
Q55880,0,0,0,1,1
Q55884,0,1,1,1,3
Q558K8,1,1,1,1,4
Q55909,1,1,1,1,4
Q559A0,1,1,1,1,4
Q559K0,0,1,1,1,3
Q559X6,1,0,0,0,1
Q55A00,0,1,1,1,3
Q55A09,1,1,1,1,4
Q55A45,1,1,1,1,4
Q55AH5,1,0,1,1,3
Q55AJ4,0,0,0,1,1
Q55AP8,1,0,0,0,1
Q55AX0,1,1,1,1,4
Q55B06,1,0,1,1,3
Q55B10,1,1,1,1,4
Q55BD5,1,0,1,1,3
Q55BF2,0,0,0,1,1
Q55BJ6,1,1,1,1,4
Q55BK0,1,1,1,1,4
Q55BN8,1,1,0,1,3
Q55BP0,0,0,1,1,2
Q55BS1,1,1,1,1,4
Q55BU1,0,1,0,1,2
Q55BV5,0,0,1,0,1
Q55BZ4,1,1,1,1,4
Q55C16,0,0,1,0,1
Q55C21,0,1,1,0,2
Q55C58,1,1,1,1,4
Q55C66,1,1,1,1,4
Q55C77,1,1,1,1,4
Q55C80,1,1,1,1,4
Q55CA6,1,1,1,1,4
Q55CD9,1,1,1,1,4
Q55CJ3,1,1,1,1,4
Q55CL6,1,0,0,0,1
Q55CP6,1,1,0,1,3
Q55CS7,1,0,0,0,1
Q55CT0,0,1,1,1,3
Q55CT5,0,0,1,0,1
Q55CU8,1,1,1,1,4
Q55CV9,1,1,1,1,4
Q55CX9,0,1,0,0,1
Q55D16,0,1,1,1,3
Q55D17,1,1,1,0,3
Q55D52,0,0,1,0,1
Q55D55,0,1,0,1,2
Q55D90,1,1,1,1,4
Q55DA0,1,1,1,1,4
Q55DA3,1,1,0,0,2
Q55DA6,0,1,1,1,3
Q55DE7,1,0,1,1,3
Q55DF5,0,0,1,1,2
Q55DH6,0,1,1,1,3
Q55DJ3,1,0,0,0,1
Q55DL2,0,0,1,1,2
Q55DM5,1,1,1,1,4
Q55DQ0,0,1,1,0,2
Q55DR6,1,1,1,1,4
Q55DS4,0,0,1,0,1
Q55DU7,1,0,0,1,2
Q55DW4,1,0,0,0,1
Q55DY8,1,1,1,1,4
Q55DZ8,0,0,1,0,1
Q55E39,0,0,1,0,1
Q55E45,1,1,1,1,4
Q55E58,0,1,1,1,3
Q55E65,1,1,0,0,2
Q55EA1,1,1,1,1,4
Q55EC7,1,0,0,1,2
Q55ED4,1,1,1,1,4
Q55EF8,1,1,1,1,4
Q55EI3,0,1,1,1,3
Q55EJ3,1,0,1,0,2
Q55EL3,1,1,0,0,2
Q55EQ3,0,1,1,1,3
Q55EX6,1,0,1,1,3
Q55EY8,1,1,1,1,4
Q55F34,0,0,0,1,1
Q55F42,1,1,0,1,3
Q55F68,0,0,1,0,1
Q55F94,0,0,0,1,1
Q55FD8,0,0,0,1,1
Q55FG3,0,1,1,0,2
Q55FJ5,0,1,1,1,3
Q55FJ6,1,1,1,0,3
Q55FK2,0,1,0,0,1
Q55FM0,0,1,1,1,3
Q55FN7,1,1,1,1,4
Q55FP0,1,0,0,0,1
Q55FS0,0,0,1,0,1
Q55FT4,0,1,0,0,1
Q55FV8,1,1,1,1,4
Q55G04,0,0,1,0,1
Q55G11,0,1,0,1,2
Q55G18,0,1,1,1,3
Q55G83,1,1,1,1,4
Q55G88,0,0,0,1,1
Q55G91,1,1,1,1,4
Q55G97,1,0,0,0,1
Q55GC7,1,1,1,1,4
Q55GD2,0,1,1,1,3
Q55GE2,1,1,1,1,4
Q55GE6,0,1,0,1,2
Q55GJ6,1,1,0,0,2
Q55GN6,1,1,1,1,4
Q55GQ6,1,1,1,1,4
Q55GS2,1,0,1,0,2
Q55GS4,1,0,0,0,1
Q55GU0,1,1,1,1,4
Q55GV9,0,0,0,1,1
Q56078,1,1,1,1,4
Q561P3,1,1,0,1,3
Q561P5,1,1,1,1,4
Q561R0,1,1,1,0,3
Q561R7,0,0,1,0,1
Q561R9,1,1,0,1,3
Q56237,1,1,1,1,4
Q562B5,0,1,0,0,1
Q562C2,0,1,0,1,2
Q562C4,0,1,1,1,3
Q562D6,1,1,1,1,4
Q56307,1,1,1,1,4
Q564K3,0,0,1,0,1
Q564U4,0,0,1,1,2
Q56598,1,0,1,1,3
Q566I3,0,1,1,0,2
Q566L7,1,0,0,1,2
Q566L8,0,1,1,1,3
Q566R0,0,1,0,0,1
Q566R7,1,0,0,0,1
Q567B1,1,1,1,0,3
Q567I4,0,1,0,0,1
Q567W6,0,0,1,0,1
Q567Y6,1,0,0,0,1
Q56878,0,0,1,1,2
Q568D2,1,1,1,1,4
Q568L5,0,0,1,0,1
Q568P1,0,0,1,1,2
Q568W0,0,0,0,1,1
Q569D5,1,0,0,0,1
Q569L8,0,1,1,0,2
Q569M3,1,0,0,0,1
Q569Z1,1,0,0,0,1
Q569Z2,1,0,0,0,1
Q569Z5,0,0,1,0,1
Q56A24,1,1,1,0,3
Q56A35,1,0,0,0,1
Q56A55,0,1,1,1,3
Q56JY9,0,1,0,0,1
Q56K03,1,1,1,1,4
Q56UN5,1,0,0,0,1
Q56WD9,1,0,0,0,1
Q56WF8,1,1,1,1,4
Q56WH4,0,1,0,0,1
Q56X46,0,0,1,0,1
Q56X52,1,1,1,1,4
Q56X76,1,1,1,1,4
Q56XY2,1,0,0,0,1
Q56Y42,1,1,1,1,4
Q56Y85,1,1,1,1,4
Q56YN8,1,1,1,1,4
Q56YP2,1,1,1,1,4
Q56Z59,0,0,0,1,1
Q56ZQ3,0,1,1,1,3
Q56ZZ7,1,0,0,0,1
Q57097,1,0,1,1,3
Q570X5,0,1,0,0,1
Q57151,0,1,0,0,1
Q57180,1,0,0,0,1
Q57208,1,1,1,1,4
Q57242,0,1,0,0,1
Q57251,1,1,1,1,4
Q57287,0,0,0,1,1
Q57335,1,1,1,1,4
Q57555,1,0,1,1,3
Q57568,1,1,1,1,4
Q57581,1,0,0,1,2
Q575S8,1,1,1,1,4
Q57603,1,1,0,0,2
Q57656,0,1,1,0,2
Q57664,1,1,1,1,4
Q57679,0,0,1,0,1
Q57709,0,0,0,1,1
Q57711,0,0,0,1,1
Q57725,1,0,1,0,2
Q57726,1,0,1,1,3
Q57749,1,0,0,0,1
Q57752,0,1,0,0,1
Q57772,1,1,1,1,4
Q57837,1,0,1,1,3
Q57871,1,1,0,0,2
Q57BC2,0,0,1,0,1
Q57CZ2,0,0,1,0,1
Q57D43,1,0,0,1,2
Q57N57,0,1,1,0,2
Q57QP2,0,1,0,1,2
Q57UZ7,1,1,0,1,3
Q58010,0,0,1,0,1
Q58222,0,1,1,0,2
Q58292,0,0,0,1,1
Q582G4,1,1,1,1,4
Q58338,0,1,0,1,2
Q58374,0,0,1,1,2
Q58414,0,0,1,1,2
Q58421,1,0,0,0,1
Q58424,1,0,1,1,3
Q58458,1,1,1,0,3
Q58459,1,0,0,1,2
Q58516,0,0,1,1,2
Q58536,0,0,1,0,1
Q58549,0,1,0,1,2
Q58588,0,1,1,1,3
Q585F3,0,1,0,1,2
Q58623,1,1,1,1,4
Q58709,1,1,0,0,2
Q58728,0,1,0,0,1
Q58741,0,1,0,0,1
Q58760,1,0,0,1,2
Q58803,0,1,1,0,2
Q58820,0,1,1,0,2
Q58871,1,1,0,0,2
Q588V7,0,1,1,1,3
Q58997,0,0,0,1,1
Q58A42,1,1,1,1,4
Q58CP2,1,1,1,1,4
Q58CQ9,0,1,0,0,1
Q58CU3,1,1,1,1,4
Q58CV6,1,1,1,1,4
Q58CX6,0,1,0,0,1
Q58D06,1,1,0,1,3
Q58D20,0,1,1,1,3
Q58D72,0,0,1,0,1
Q58DA1,0,1,0,0,1
Q58DA6,0,0,1,1,2
Q58DD9,1,1,1,0,3
Q58DM4,1,0,0,1,2
Q58DP0,0,0,1,0,1
Q58DR2,0,1,1,0,2
Q58DS6,0,0,1,1,2
Q58DS9,0,1,1,1,3
Q58DV0,1,0,1,0,2
Q58E95,0,1,0,0,1
Q58EB4,1,0,0,0,1
Q58EK5,0,1,0,0,1
Q58EM4,0,0,1,1,2
Q58PK7,0,0,1,0,1
Q59002,1,1,1,1,4
Q59022,0,1,1,1,3
Q59043,1,0,0,0,1
Q59047,0,0,0,1,1
Q59094,1,1,1,1,4
Q59282,1,0,0,0,1
Q59465,0,0,1,0,1
Q59516,1,1,1,1,4
Q59536,0,0,0,1,1
Q59603,1,1,1,0,3
Q59605,0,1,0,1,2
Q59606,0,1,0,0,1
Q59627,0,1,0,0,1
Q59637,1,0,1,1,3
Q59641,1,1,1,1,4
Q59647,0,0,0,1,1
Q59754,1,1,1,1,4
Q59918,1,0,0,0,1
Q59931,1,0,1,1,3
Q59990,0,1,1,1,3
Q59A32,0,0,1,0,1
Q59I44,0,0,0,1,1
Q59KI0,0,1,1,1,3
Q59KZ1,0,0,1,0,1
Q59LC9,0,0,0,1,1
Q59LU0,1,1,1,1,4
Q59Q30,1,1,1,1,4
Q59QL0,0,0,1,0,1
Q59S78,1,1,1,1,4
Q59VW6,0,0,0,1,1
Q59W62,1,0,0,0,1
Q5A1M4,1,0,0,0,1
Q5A2Z1,0,1,0,0,1
Q5A309,0,0,1,0,1
Q5A310,1,1,1,1,4
Q5A3P6,0,1,0,0,1
Q5A3V6,1,0,1,0,2
Q5A416,0,1,1,0,2
Q5A4E2,0,1,1,0,2
Q5A687,1,1,0,0,2
Q5A6Q4,0,0,1,0,1
Q5A761,1,1,1,1,4
Q5A762,0,0,0,1,1
Q5A950,0,1,0,0,1
Q5AB93,0,1,0,1,2
Q5ACM4,1,1,1,1,4
Q5ADN8,0,0,1,0,1
Q5AEN1,0,1,0,0,1
Q5AF03,1,0,0,0,1
Q5AFH3,0,1,0,0,1
Q5AFK3,1,0,0,0,1
Q5AG71,1,0,0,0,1
Q5AGV7,0,1,1,1,3
Q5AI15,0,1,0,0,1
Q5AI21,1,1,1,1,4
Q5AIR7,1,0,0,0,1
Q5AJY5,1,0,0,1,2
Q5AK62,0,0,1,0,1
Q5AK66,1,0,0,0,1
Q5ALL8,0,1,1,1,3
Q5ANA8,0,0,1,0,1
Q5AP53,1,0,0,0,1
Q5APD4,0,0,1,0,1
Q5AQL0,0,1,0,0,1
Q5AR34,0,1,1,0,2
Q5AR48,0,0,1,0,1
Q5ASI2,0,1,0,1,2
Q5AT15,1,0,0,0,1
Q5ATG5,1,1,1,1,4
Q5ATG8,0,0,1,0,1
Q5ATQ3,1,0,1,1,3
Q5AUW5,0,0,1,0,1
Q5AUW9,0,0,0,1,1
Q5AUX1,1,0,0,0,1
Q5AUZ6,1,0,0,0,1
Q5AV15,1,0,0,0,1
Q5AV81,0,0,1,0,1
Q5AW24,0,0,1,1,2
Q5AW69,0,0,1,0,1
Q5AWS6,1,1,1,1,4
Q5AXT5,1,0,0,0,1
Q5AXT6,1,0,0,0,1
Q5AXW5,0,1,0,1,2
Q5B0C9,0,0,1,0,1
Q5B0F4,0,0,0,1,1
Q5B0J9,1,1,1,0,3
Q5B0V6,1,0,0,1,2
Q5B0W8,0,1,0,0,1
Q5B1Z0,1,0,0,0,1
Q5B2Q4,1,0,0,0,1
Q5B4E7,0,0,1,0,1
Q5B4Z3,1,0,0,0,1
Q5B5P1,1,1,1,1,4
Q5B5X8,0,1,0,0,1
Q5B630,0,1,1,0,2
Q5B6Q3,0,0,1,0,1
Q5B778,1,0,0,0,1
Q5B995,0,1,0,0,1
Q5B9F2,0,0,1,0,1
Q5BBL3,0,1,0,0,1
Q5BCC5,1,1,1,1,4
Q5BCU8,0,1,0,0,1
Q5BDP1,1,0,0,0,1
Q5BE22,0,1,1,1,3
Q5BFG8,1,0,0,0,1
Q5BH69,1,0,0,0,1
Q5BIV3,0,0,0,1,1
Q5BIW4,0,0,1,1,2
Q5BJ56,0,1,0,0,1
Q5BJ61,0,1,0,0,1
Q5BJ65,0,0,1,1,2
Q5BJ68,1,0,0,0,1
Q5BJJ5,0,0,0,1,1
Q5BJJ6,0,1,1,0,2
Q5BJL5,0,0,1,0,1
Q5BJS7,0,0,1,0,1
Q5BJS9,1,0,0,0,1
Q5BJZ6,1,0,1,0,2
Q5BK10,0,1,1,0,2
Q5BK18,0,1,1,1,3
Q5BK30,1,0,1,1,3
Q5BK32,1,0,0,0,1
Q5BKC6,1,1,1,1,4
Q5BKM3,1,1,1,1,4
Q5BKT4,0,1,1,1,3
Q5BKW9,0,1,0,0,1
Q5BL35,0,1,0,1,2
Q5BLD8,0,0,0,1,1
Q5BLE8,1,1,1,1,4
Q5BLF0,0,0,1,0,1
Q5BLG4,0,0,0,1,1
Q5BLK4,0,1,1,1,3
Q5BMR2,0,0,1,1,2
Q5BP74,1,0,0,0,1
Q5BPL5,0,1,1,1,3
Q5BQE6,0,0,1,1,2
Q5BQN8,1,0,0,1,2
Q5BU09,1,1,1,1,4
Q5C9L6,0,1,1,1,3
Q5CC93,0,0,1,1,2
Q5CWQ7,1,1,1,1,4
Q5CZ79,0,1,0,0,1
Q5CZZ9,0,0,0,1,1
Q5D006,0,0,1,0,1
Q5D1D6,1,1,1,0,3
Q5D7H8,0,0,1,0,1
Q5D892,0,1,0,0,1
Q5DC69,0,0,1,1,2
Q5DHJ5,0,0,1,0,1
Q5DM57,1,1,1,1,4
Q5DTI8,1,0,1,1,3
Q5DTL9,1,0,0,0,1
Q5DTY9,0,1,1,0,2
Q5DTZ6,0,0,1,0,1
Q5DU05,1,1,1,1,4
Q5DU56,1,1,1,1,4
Q5DW34,1,1,1,1,4
Q5DWG0,0,1,0,0,1
Q5DWG1,0,1,0,1,2
Q5DWG2,0,1,0,0,1
Q5DX34,0,0,0,1,1
Q5E3U5,0,0,0,1,1
Q5E5Y7,1,0,0,0,1
Q5E6F9,0,1,1,1,3
Q5E814,1,0,0,0,1
Q5E9A7,0,0,1,0,1
Q5E9B3,0,1,0,0,1
Q5E9B7,1,1,1,1,4
Q5E9D6,0,1,0,1,2
Q5E9F2,0,1,0,1,2
Q5E9H5,1,1,1,1,4
Q5E9M5,1,1,0,0,2
Q5E9N5,0,1,0,1,2
Q5E9R3,0,0,1,1,2
Q5E9T1,0,0,0,1,1
Q5E9T4,0,0,1,0,1
Q5E9U1,1,0,0,0,1
Q5E9Y0,0,0,0,1,1
Q5EA24,1,1,1,1,4
Q5EA37,0,1,1,0,2
Q5EA41,0,0,1,0,1
Q5EA50,1,1,1,0,3
Q5EA65,1,0,0,0,1
Q5EA79,1,0,1,1,3
Q5EA95,0,1,1,0,2
Q5EA97,0,1,1,1,3
Q5EAB6,0,1,1,1,3
Q5EAD5,1,0,0,0,1
Q5EAD8,0,1,1,0,2
Q5EAR5,1,1,1,1,4
Q5EAW4,0,1,1,1,3
Q5EB14,0,0,1,0,1
Q5EBM0,0,0,0,1,1
Q5EG47,0,0,1,0,1
